Sample ID,Pressure (PSI),Welding Time (ms),Angle (Deg),Force (N),Current (A),Thickness A (mm),Thickness B (mm),Material,PullTest (N),NuggetDiameter (mm),Category,Comments
109,80,800,0,115.83,2957.08,0.638,0.632,SS,2580.8,3.75,Good,
109,80,800,0,115.82,3452.45,0.638,0.632,SS,2580.8,3.75,Good,
109,80,800,0,115.8,3371.29,0.638,0.632,SS,2580.8,3.75,Good,
110,80,800,0,115.77,1484.93,0.642,0.634,SS,2981.5,3.2,Good,
110,80,800,0,115.76,2690.29,0.642,0.634,SS,2981.5,3.2,Good,
110,80,800,0,115.74,3025.51,0.642,0.634,SS,2981.5,3.2,Good,
110,80,800,0,115.71,3053.23,0.642,0.634,SS,2981.5,3.2,Good,
110,80,800,0,115.69,3622.15,0.642,0.634,SS,2981.5,3.2,Good,
110,80,800,0,115.66,3163.35,0.642,0.634,SS,2981.5,3.2,Good,
110,80,800,0,115.63,3115.69,0.642,0.634,SS,2981.5,3.2,Good,
110,80,800,0,115.6,3074.57,0.642,0.634,SS,2981.5,3.2,Good,
111,80,800,0,115.55,1568.3,0.638,0.634,SS,2832,2.96,Good,
111,80,800,0,115.5,2117.94,0.638,0.634,SS,2832,2.96,Good,
111,80,800,0,115.49,2728.38,0.638,0.634,SS,2832,2.96,Good,
111,80,800,0,115.51,3464.88,0.638,0.634,SS,2832,2.96,Good,
111,80,800,0,115.52,3130.01,0.638,0.634,SS,2832,2.96,Good,
111,80,800,0,115.51,3019.25,0.638,0.634,SS,2832,2.96,Good,
111,80,800,0,115.5,3011.26,0.638,0.634,SS,2832,2.96,Good,
111,80,800,0,115.5,3483.69,0.638,0.634,SS,2832,2.96,Good,
111,80,800,0,115.49,3371.8,0.638,0.634,SS,2832,2.96,Good,
112,80,800,0,115.48,1578.14,0.634,0.635,SS,2594,3.28,Good,
112,80,800,0,115.49,2303.87,0.634,0.635,SS,2594,3.28,Good,
112,80,800,0,115.5,2637.99,0.634,0.635,SS,2594,3.28,Good,
112,80,800,0,115.51,2866.71,0.634,0.635,SS,2594,3.28,Good,
112,80,800,0,115.53,2892.99,0.634,0.635,SS,2594,3.28,Good,
112,80,800,0,115.54,3500.93,0.634,0.635,SS,2594,3.28,Good,
112,80,800,0,115.56,3241.76,0.634,0.635,SS,2594,3.28,Good,
112,80,800,0,115.58,3015.83,0.634,0.635,SS,2594,3.28,Good,
112,80,800,0,115.61,3100.19,0.634,0.635,SS,2594,3.28,Good,
113,80,800,0,115.65,1150.82,0.632,0.632,SS,2511.4,3.02,Good,
113,80,800,0,115.69,1769.28,0.632,0.632,SS,2511.4,3.02,Good,
113,80,800,0,115.73,2334.28,0.632,0.632,SS,2511.4,3.02,Good,
113,80,800,0,115.76,3221,0.632,0.632,SS,2511.4,3.02,Good,
113,80,800,0,115.79,3052.11,0.632,0.632,SS,2511.4,3.02,Good,
113,80,800,0,115.83,3027.78,0.632,0.632,SS,2511.4,3.02,Good,
113,80,800,0,115.85,2998.09,0.632,0.632,SS,2511.4,3.02,Good,
113,80,800,0,115.88,3384.52,0.632,0.632,SS,2511.4,3.02,Good,
113,80,800,0,115.92,3435.47,0.632,0.632,SS,2511.4,3.02,Good,
114,80,800,0,115.92,1467.45,0.646,0.651,SS,3062.9,3.28,Good,
114,80,800,0,115.93,1693.79,0.646,0.651,SS,3062.9,3.28,Good,
114,80,800,0,115.93,2536.95,0.646,0.651,SS,3062.9,3.28,Good,
114,80,800,0,115.95,2810.36,0.646,0.651,SS,3062.9,3.28,Good,
114,80,800,0,115.96,2739.07,0.646,0.651,SS,3062.9,3.28,Good,
114,80,800,0,115.97,3349.28,0.646,0.651,SS,3062.9,3.28,Good,
114,80,800,0,115.98,3195.81,0.646,0.651,SS,3062.9,3.28,Good,
114,80,800,0,115.98,3025.51,0.646,0.651,SS,3062.9,3.28,Good,
114,80,800,0,115.99,3034.59,0.646,0.651,SS,3062.9,3.28,Good,
115,80,800,0,116,711.11,0.633,0.629,SS,2809.9,3.44,Good,
115,80,800,0,116,2702.41,0.633,0.629,SS,2809.9,3.44,Good,
115,80,800,0,115.99,2715.11,0.633,0.629,SS,2809.9,3.44,Good,
115,80,800,0,115.99,2932.55,0.633,0.629,SS,2809.9,3.44,Good,
115,80,800,0,115.99,2990.05,0.633,0.629,SS,2809.9,3.44,Good,
115,80,800,0,115.98,3555.53,0.633,0.629,SS,2809.9,3.44,Good,
115,80,800,0,115.99,3044.77,0.633,0.629,SS,2809.9,3.44,Good,
115,80,800,0,115.98,3086.29,0.633,0.629,SS,2809.9,3.44,Good,
116,80,800,0,115.97,1255.19,0.633,0.64,SS,2643,3.07,Good,
116,80,800,0,115.98,2231.05,0.633,0.64,SS,2643,3.07,Good,
116,80,800,0,116,2590.62,0.633,0.64,SS,2643,3.07,Good,
116,80,800,0,116.02,2760.96,0.633,0.64,SS,2643,3.07,Good,
116,80,800,0,116.02,3223.14,0.633,0.64,SS,2643,3.07,Good,
116,80,800,0,116.02,3358,0.633,0.64,SS,2643,3.07,Good,
116,80,800,0,116.03,2941.92,0.633,0.64,SS,2643,3.07,Good,
116,80,800,0,116.04,3088.52,0.633,0.64,SS,2643,3.07,Good,
116,80,800,0,116.04,3104.63,0.633,0.64,SS,2643,3.07,Good,
117,80,800,0,116.03,639.81,0.632,0.634,SS,2760.2,3.73,Good,
117,80,800,0,116.01,2311.33,0.642,0.644,SS,2760.2,3.73,Good,
117,80,800,0,116.01,2831.7,0.642,0.644,SS,2760.2,3.73,Good,
117,80,800,0,116.01,3184.49,0.642,0.644,SS,2760.2,3.73,Good,
117,80,800,0,116.01,2825.01,0.642,0.644,SS,2760.2,3.73,Good,
117,80,800,0,116,3056.05,0.642,0.644,SS,2760.2,3.73,Good,
117,80,800,0,115.99,2920.21,0.642,0.644,SS,2760.2,3.73,Good,
117,80,800,0,115.98,3508.78,0.642,0.644,SS,2760.2,3.73,Good,
118,80,800,0,115.95,835.65,0.635,0.635,SS,2692.7,3.42,Good,
118,80,800,0,115.94,2123.62,0.635,0.635,SS,2692.7,3.42,Good,
118,80,800,0,115.94,3006.12,0.635,0.635,SS,2692.7,3.42,Good,
118,80,800,0,115.93,3068.41,0.635,0.635,SS,2692.7,3.42,Good,
118,80,800,0,115.92,2895.96,0.635,0.635,SS,2692.7,3.42,Good,
118,80,800,0,115.92,2979.1,0.635,0.635,SS,2692.7,3.42,Good,
118,80,800,0,115.92,3100.19,0.635,0.635,SS,2692.7,3.42,Good,
118,80,800,0,115.91,3470.34,0.635,0.635,SS,2692.7,3.42,Good,
119,80,800,0,115.88,1306.22,0.627,0.641,SS,2685.5,3.28,Good,
119,80,800,0,115.84,2179.58,0.627,0.641,SS,2685.5,3.28,Good,
119,80,800,0,115.86,3205.48,0.627,0.641,SS,2685.5,3.28,Good,
119,80,800,0,115.88,3003.83,0.627,0.641,SS,2685.5,3.28,Good,
119,80,800,0,115.89,2963.47,0.627,0.641,SS,2685.5,3.28,Good,
119,80,800,0,115.9,2934.31,0.627,0.641,SS,2685.5,3.28,Good,
119,80,800,0,115.9,3266.08,0.627,0.641,SS,2685.5,3.28,Good,
119,80,800,0,115.9,3357.48,0.627,0.641,SS,2685.5,3.28,Good,
119,80,800,0,115.91,2965.79,0.627,0.641,SS,2685.5,3.28,Good,
120,80,800,0,115.9,837.7,0.637,0.623,SS,2796.1,3.3,Good,
120,80,800,0,115.91,2389.62,0.637,0.623,SS,2796.1,3.3,Good,
120,80,800,0,115.92,2749.73,0.637,0.623,SS,2796.1,3.3,Good,
120,80,800,0,115.93,3048.16,0.637,0.623,SS,2796.1,3.3,Good,
120,80,800,0,115.93,3338.47,0.637,0.623,SS,2796.1,3.3,Good,
120,80,800,0,115.93,2882.86,0.637,0.623,SS,2796.1,3.3,Good,
120,80,800,0,115.93,3050.98,0.637,0.623,SS,2796.1,3.3,Good,
120,80,800,0,115.93,3011.83,0.637,0.623,SS,2796.1,3.3,Good,
121,80,800,0,115.89,873.88,0.623,0.637,SS,2677.7,3.25,Good,
121,80,800,0,115.83,2007.89,0.623,0.637,SS,2677.7,3.25,Good,
121,80,800,0,115.77,2553.17,0.623,0.637,SS,2677.7,3.25,Good,
121,80,800,0,115.71,3473.31,0.623,0.637,SS,2677.7,3.25,Good,
121,80,800,0,115.64,3016.97,0.623,0.637,SS,2677.7,3.25,Good,
121,80,800,0,115.56,3230.6,0.623,0.637,SS,2677.7,3.25,Good,
121,80,800,0,115.48,3091.86,0.623,0.637,SS,2677.7,3.25,Good,
121,80,800,0,115.39,3715.44,0.623,0.637,SS,2677.7,3.25,Good,
121,80,800,0,115.31,3362.09,0.623,0.637,SS,2677.7,3.25,Good,
122,80,800,0,115.21,1611.57,0.624,0.631,SS,2723.2,3.24,Good,
122,80,800,0,115.09,2728.38,0.624,0.631,SS,2723.2,3.24,Good,
122,80,800,0,114.96,2976.79,0.624,0.631,SS,2723.2,3.24,Good,
122,80,800,0,114.82,3014.69,0.624,0.631,SS,2723.2,3.24,Good,
122,80,800,0,114.67,3443.97,0.624,0.631,SS,2723.2,3.24,Good,
122,80,800,0,114.51,3518.57,0.624,0.631,SS,2723.2,3.24,Good,
122,80,800,0,114.33,3082.39,0.624,0.631,SS,2723.2,3.24,Good,
122,80,800,0,114.15,3298.04,0.624,0.631,SS,2723.2,3.24,Good,
123,80,800,0,114.04,1749.73,0.632,0.665,SS,2770,2.95,Good,
123,80,800,0,113.79,2970.43,0.632,0.665,SS,2770,2.95,Good,
123,80,800,0,113.53,3436.97,0.632,0.665,SS,2770,2.95,Good,
123,80,800,0,113.29,3082.95,0.632,0.665,SS,2770,2.95,Good,
123,80,800,0,113.06,3221,0.632,0.665,SS,2770,2.95,Good,
123,80,800,0,112.83,3395.18,0.632,0.665,SS,2770,2.95,Good,
123,80,800,0,112.61,3930.06,0.632,0.665,SS,2770,2.95,Good,
123,80,800,0,112.38,3333.32,0.632,0.665,SS,2770,2.95,Good,
124,80,800,0,112.38,1334.87,0.632,624,SS,3025.2,3,Good,
124,80,800,0,112.38,2742.21,0.632,624,SS,3025.2,3,Good,
124,80,800,0,112.42,2926.09,0.632,624,SS,3025.2,3,Good,
124,80,800,0,112.47,3119.55,0.632,624,SS,3025.2,3,Good,
124,80,800,0,112.52,3242.29,0.632,624,SS,3025.2,3,Good,
124,80,800,0,112.56,3747.7,0.632,624,SS,3025.2,3,Good,
124,80,800,0,112.61,3156.28,0.632,624,SS,3025.2,3,Good,
124,80,800,0,112.66,3278.69,0.632,624,SS,3025.2,3,Good,
125,80,800,0,112.75,1307.54,0.637,0.644,SS,2963,3.44,Good,
125,80,800,0,112.86,2127.67,0.637,0.644,SS,2963,3.44,Good,
125,80,800,0,113.13,3272.39,0.637,0.644,SS,2963,3.44,Good,
125,80,800,0,113.41,3342.59,0.637,0.644,SS,2963,3.44,Good,
125,80,800,0,113.66,3027.21,0.637,0.644,SS,2963,3.44,Good,
125,80,800,0,113.92,3140.43,0.637,0.644,SS,2963,3.44,Good,
125,80,800,0,114.16,3281.84,0.637,0.644,SS,2963,3.44,Good,
125,80,800,0,114.4,3713.59,0.637,0.644,SS,2963,3.44,Good,
125,80,800,0,114.64,3127.81,0.637,0.644,SS,2963,3.44,Good,
126,80,800,0,114.64,1935.48,0.625,0.634,SS,2726.7,3.28,Good,
126,80,800,0,114.49,1995,0.625,0.634,SS,2726.7,3.28,Good,
126,80,800,0,114.36,2936.07,0.625,0.634,SS,2726.7,3.28,Good,
126,80,800,0,114.25,3548.75,0.625,0.634,SS,2726.7,3.28,Good,
126,80,800,0,114.15,3084.06,0.625,0.634,SS,2726.7,3.28,Good,
126,80,800,0,114.05,3256.06,0.625,0.634,SS,2726.7,3.28,Good,
126,80,800,0,113.96,3144.81,0.625,0.634,SS,2726.7,3.28,Good,
126,80,800,0,113.88,3771.95,0.625,0.634,SS,2726.7,3.28,Good,
126,80,800,0,113.8,3341.56,0.625,0.634,SS,2726.7,3.28,Good,
127,80,800,0,113.81,1270.17,0.625,0.626,SS,3123.9,3.45,Good,
127,80,800,0,113.82,2275.33,0.625,0.626,SS,3123.9,3.45,Good,
127,80,800,0,113.84,3201.19,0.625,0.626,SS,3123.9,3.45,Good,
127,80,800,0,113.85,3126.16,0.625,0.626,SS,3123.9,3.45,Good,
127,80,800,0,113.85,3040.82,0.625,0.626,SS,3123.9,3.45,Good,
127,80,800,0,113.84,3025.51,0.625,0.626,SS,3123.9,3.45,Good,
127,80,800,0,113.85,3419.41,0.625,0.626,SS,3123.9,3.45,Good,
127,80,800,0,113.86,3519.06,0.625,0.626,SS,3123.9,3.45,Good,
127,80,800,0,113.87,3106.29,0.625,0.626,SS,3123.9,3.45,Good,
128,80,800,0,114.05,1055.72,0.634,0.633,SS,2437.3,2.91,Good,
128,80,800,0,114.22,2362.84,0.634,0.633,SS,2437.3,2.91,Good,
128,80,800,0,114.36,2804.84,0.634,0.633,SS,2437.3,2.91,Good,
128,80,800,0,114.48,3311.06,0.634,0.633,SS,2437.3,2.91,Good,
128,80,800,0,114.61,3509.27,0.634,0.633,SS,2437.3,2.91,Good,
128,80,800,0,114.74,3087.41,0.634,0.633,SS,2437.3,2.91,Good,
128,80,800,0,114.86,3265.02,0.634,0.633,SS,2437.3,2.91,Good,
128,80,800,0,114.99,3318.32,0.634,0.633,SS,2437.3,2.91,Good,
128,80,800,0,115,3880.29,0.634,0.633,SS,2437.3,2.91,Good,
129,80,800,0,115,1149.32,0.645,0.64,SS,2884.1,3.31,Good,
129,80,800,0,114.92,2231.82,0.645,0.64,SS,2884.1,3.31,Good,
129,80,800,0,114.86,2729.01,0.645,0.64,SS,2884.1,3.31,Good,
129,80,800,0,114.82,2783.92,0.645,0.64,SS,2884.1,3.31,Good,
129,80,800,0,114.8,3448.46,0.645,0.64,SS,2884.1,3.31,Good,
129,80,800,0,114.79,3347.22,0.645,0.64,SS,2884.1,3.31,Good,
129,80,800,0,114.77,3074.57,0.645,0.64,SS,2884.1,3.31,Good,
129,80,800,0,114.76,3170.41,0.645,0.64,SS,2884.1,3.31,Good,
130,80,800,0,114.68,1187.59,0.629,0.641,SS,2787.2,3.4,Good,
130,80,800,0,114.62,2446.53,0.629,0.641,SS,2787.2,3.4,Good,
130,80,800,0,114.56,3395.18,0.629,0.641,SS,2787.2,3.4,Good,
130,80,800,0,114.53,3094.08,0.629,0.641,SS,2787.2,3.4,Good,
130,80,800,0,114.49,3101.86,0.629,0.641,SS,2787.2,3.4,Good,
130,80,800,0,114.45,3035.72,0.629,0.641,SS,2787.2,3.4,Good,
130,80,800,0,114.4,3445.97,0.629,0.641,SS,2787.2,3.4,Good,
130,80,800,0,114.37,3519.55,0.629,0.641,SS,2787.2,3.4,Good,
130,80,800,0,114.32,3082.39,0.629,0.641,SS,2787.2,3.4,Good,
131,80,800,0,114.29,1044.25,0.637,0.622,SS,2725.6,3.72,Good,
131,80,800,0,114.33,2336.49,0.637,0.622,SS,2725.6,3.72,Good,
131,80,800,0,114.36,2747.22,0.637,0.622,SS,2725.6,3.72,Good,
131,80,800,0,114.42,2958.25,0.637,0.622,SS,2725.6,3.72,Good,
131,80,800,0,114.43,3247.59,0.637,0.622,SS,2725.6,3.72,Good,
131,80,800,0,114.44,3624.99,0.637,0.622,SS,2725.6,3.72,Good,
131,80,800,0,114.44,3070.65,0.637,0.622,SS,2725.6,3.72,Good,
131,80,800,0,114.44,3265.02,0.637,0.622,SS,2725.6,3.72,Good,
131,80,800,0,114.45,3159.54,0.637,0.622,SS,2725.6,3.72,Good,
132,80,800,0,114.45,965.52,0.634,0.639,SS,2804.5,3.52,Good,
132,80,800,0,114.45,2273.81,0.634,0.639,SS,2804.5,3.52,Good,
132,80,800,0,114.45,2750.98,0.634,0.639,SS,2804.5,3.52,Good,
132,80,800,0,114.44,3300.65,0.634,0.639,SS,2804.5,3.52,Good,
132,80,800,0,114.42,2872.7,0.634,0.639,SS,2804.5,3.52,Good,
132,80,800,0,114.41,3063.36,0.634,0.639,SS,2804.5,3.52,Good,
132,80,800,0,114.4,2945.43,0.634,0.639,SS,2804.5,3.52,Good,
132,80,800,0,114.38,3430.46,0.634,0.639,SS,2804.5,3.52,Good,
133,80,800,0,114.42,1147.82,0.623,0.634,SS,2726.1,3.62,Good,
133,80,800,0,114.46,2165.33,0.623,0.634,SS,2726.1,3.62,Good,
133,80,800,0,114.51,2740.33,0.623,0.634,SS,2726.1,3.62,Good,
133,80,800,0,114.56,2859.5,0.623,0.634,SS,2726.1,3.62,Good,
133,80,800,0,114.59,3317.8,0.623,0.634,SS,2726.1,3.62,Good,
133,80,800,0,114.62,3444.97,0.623,0.634,SS,2726.1,3.62,Good,
133,80,800,0,114.64,3006.69,0.623,0.634,SS,2726.1,3.62,Good,
133,80,800,0,114.66,3142.08,0.623,0.634,SS,2726.1,3.62,Good,
133,80,800,0,114.68,3150.28,0.623,0.634,SS,2726.1,3.62,Good,
134,80,800,0,114.62,1050.82,0.636,0.648,SS,2834.4,3.72,Good,
134,80,800,0,114.62,1914.04,0.636,0.648,SS,2834.4,3.72,Good,
134,80,800,0,114.64,3131.66,0.636,0.648,SS,2834.4,3.72,Good,
134,80,800,0,114.66,2953.01,0.636,0.648,SS,2834.4,3.72,Good,
134,80,800,0,114.66,3008.97,0.636,0.648,SS,2834.4,3.72,Good,
134,80,800,0,114.67,2953.01,0.636,0.648,SS,2834.4,3.72,Good,
134,80,800,0,114.68,3263.44,0.636,0.648,SS,2834.4,3.72,Good,
134,80,800,0,114.69,3467.36,0.636,0.648,SS,2834.4,3.72,Good,
134,80,800,0,114.71,2983.72,0.636,0.648,SS,2834.4,3.72,Good,
135,80,800,0,114.64,1416.15,0.639,0.635,SS,2541.9,3.19,Good,
135,80,800,0,114.58,2203.91,0.639,0.635,SS,2541.9,3.19,Good,
135,80,800,0,114.51,3163.89,0.639,0.635,SS,2541.9,3.19,Good,
135,80,800,0,114.44,2756.6,0.639,0.635,SS,2541.9,3.19,Good,
135,80,800,0,114.4,3097.97,0.639,0.635,SS,2541.9,3.19,Good,
135,80,800,0,114.35,3013.54,0.639,0.635,SS,2541.9,3.19,Good,
135,80,800,0,114.31,3576.27,0.639,0.635,SS,2541.9,3.19,Good,
135,80,800,0,114.26,3206.55,0.639,0.635,SS,2541.9,3.19,Good,
135,80,800,0,114.26,3178,0.639,0.635,SS,2541.9,3.19,Good,
136,80,600,0,103.91,2349.7,0.639,0.628,SS,3051.5,3.83,Good,
136,80,600,0,103.78,2372.29,0.639,0.628,SS,3051.5,3.83,Good,
136,80,600,0,104.32,2829.27,0.639,0.628,SS,3051.5,3.83,Good,
136,80,600,0,104.76,3142.08,0.639,0.628,SS,3051.5,3.83,Good,
136,80,600,0,104.71,3725.61,0.639,0.628,SS,3051.5,3.83,Good,
136,80,600,0,103.81,3883.83,0.639,0.628,SS,3051.5,3.83,Good,
136,80,600,0,103.99,3356.46,0.639,0.628,SS,3051.5,3.83,Good,
137,80,600,0,104.81,2502.83,0.62,0.622,SS,2674.1,3.37,Good,
137,80,600,0,104.4,2558.56,0.62,0.622,SS,2674.1,3.37,Good,
137,80,600,0,105.32,2970.43,0.62,0.622,SS,2674.1,3.37,Good,
137,80,600,0,105.32,3435.47,0.62,0.622,SS,2674.1,3.37,Good,
137,80,600,0,105.18,3964.48,0.62,0.622,SS,2674.1,3.37,Good,
137,80,600,0,105.03,3375.87,0.62,0.622,SS,2674.1,3.37,Good,
137,80,600,0,104.89,3393.15,0.62,0.622,SS,2674.1,3.37,Good,
138,80,600,0,104.74,1990.68,0.623,0.616,SS,2704.5,3.27,Good,
138,80,600,0,104.57,3061.67,0.623,0.616,SS,2704.5,3.27,Good,
138,80,600,0,104.39,3585.88,0.623,0.616,SS,2704.5,3.27,Good,
138,80,600,0,104.25,3194.19,0.623,0.616,SS,2704.5,3.27,Good,
138,80,600,0,104.15,3303.26,0.623,0.616,SS,2704.5,3.27,Good,
138,80,600,0,104.05,3672.6,0.623,0.616,SS,2704.5,3.27,Good,
138,80,600,0,103.95,4029.03,0.623,0.616,SS,2704.5,3.27,Good,
139,80,600,0,103.97,2161.35,0.624,0.619,SS,2823.6,2.86,Good,
139,80,600,0,103.98,2254.06,0.624,0.619,SS,2823.6,2.86,Good,
139,80,600,0,103.98,2681.96,0.624,0.619,SS,2823.6,2.86,Good,
139,80,600,0,103.99,3046.47,0.624,0.619,SS,2823.6,2.86,Good,
139,80,600,0,104.08,3448.46,0.624,0.619,SS,2823.6,2.86,Good,
139,80,600,0,104.19,3842.87,0.624,0.619,SS,2823.6,2.86,Good,
139,80,600,0,104.29,3240.7,0.624,0.619,SS,2823.6,2.86,Good,
140,80,600,0,104.25,1917.63,0.621,0.626,SS,2614.3,3.15,Good,
140,80,600,0,104.22,2317.27,0.621,0.626,SS,2614.3,3.15,Good,
140,80,600,0,104.2,2962.89,0.621,0.626,SS,2614.3,3.15,Good,
140,80,600,0,104.19,3201.19,0.621,0.626,SS,2614.3,3.15,Good,
140,80,600,0,104.21,3897.54,0.621,0.626,SS,2614.3,3.15,Good,
140,80,600,0,104.25,3584.44,0.621,0.626,SS,2614.3,3.15,Good,
140,80,600,0,104.3,3290.74,0.621,0.626,SS,2614.3,3.15,Good,
141,80,600,0,104.47,1720.99,0.618,0.622,SS,2813.5,3.3,Good,
141,80,600,0,104.62,2477.27,0.618,0.622,SS,2813.5,3.3,Good,
141,80,600,0,104.78,3340.54,0.618,0.622,SS,2813.5,3.3,Good,
141,80,600,0,104.93,3105.18,0.618,0.622,SS,2813.5,3.3,Good,
141,80,600,0,104.97,3085.73,0.618,0.622,SS,2813.5,3.3,Good,
141,80,600,0,105,3010.69,0.618,0.622,SS,2813.5,3.3,Good,
142,80,600,0,105.04,1971.58,0.614,0.619,SS,2645.4,3.26,Good,
142,80,600,0,105.25,2391.78,0.614,0.619,SS,2645.4,3.26,Good,
142,80,600,0,105.41,2674.26,0.614,0.619,SS,2645.4,3.26,Good,
142,80,600,0,105.52,3410.34,0.614,0.619,SS,2645.4,3.26,Good,
142,80,600,0,105.63,3021.52,0.614,0.619,SS,2645.4,3.26,Good,
142,80,600,0,105.86,3100.19,0.614,0.619,SS,2645.4,3.26,Good,
142,80,600,0,106.11,3411.86,0.614,0.619,SS,2645.4,3.26,Good,
143,80,600,0,106.3,1982.89,0.625,0.628,SS,2743.5,3.17,Good,
143,80,600,0,106.56,1945.23,0.625,0.628,SS,2743.5,3.17,Good,
143,80,600,0,106.84,2704.95,0.625,0.628,SS,2743.5,3.17,Good,
143,80,600,0,107.15,2947.76,0.625,0.628,SS,2743.5,3.17,Good,
143,80,600,0,107.3,2967.53,0.625,0.628,SS,2743.5,3.17,Good,
143,80,600,0,107.41,3656.18,0.625,0.628,SS,2743.5,3.17,Good,
143,80,600,0,107.55,3275.54,0.625,0.628,SS,2743.5,3.17,Good,
144,80,600,0,107.66,1308.85,0.618,0.619,SS,2707.6,3.38,Good,
144,80,600,0,107.79,2247.95,0.618,0.619,SS,2707.6,3.38,Good,
144,80,600,0,107.91,2738.44,0.618,0.619,SS,2707.6,3.38,Good,
144,80,600,0,107.98,3183.95,0.618,0.619,SS,2707.6,3.38,Good,
144,80,600,0,107.9,2777.11,0.618,0.619,SS,2707.6,3.38,Good,
144,80,600,0,107.83,2973.32,0.618,0.619,SS,2707.6,3.38,Good,
145,80,600,0,107.76,1885.97,0.617,0.617,SS,2816.5,3.53,Good,
145,80,600,0,107.75,1633.83,0.617,0.617,SS,2816.5,3.53,Good,
145,80,600,0,107.75,2087.68,0.617,0.617,SS,2816.5,3.53,Good,
145,80,600,0,107.77,3058.86,0.617,0.617,SS,2816.5,3.53,Good,
145,80,600,0,107.79,2859.5,0.617,0.617,SS,2816.5,3.53,Good,
145,80,600,0,107.81,2881.67,0.617,0.617,SS,2816.5,3.53,Good,
145,80,600,0,107.8,2856.49,0.617,0.617,SS,2816.5,3.53,Good,
146,80,600,0,107.73,2207.03,0.62,0.62,SS,2744.7,3.65,Good,
146,80,600,0,107.69,2071.97,0.62,0.62,SS,2744.7,3.65,Good,
146,80,600,0,107.66,2518.58,0.62,0.62,SS,2744.7,3.65,Good,
146,80,600,0,107.65,2667.17,0.62,0.62,SS,2744.7,3.65,Good,
146,80,600,0,107.66,3319.36,0.62,0.62,SS,2744.7,3.65,Good,
146,80,600,0,107.67,2938.41,0.62,0.62,SS,2744.7,3.65,Good,
146,80,600,0,107.67,2936.65,0.62,0.62,SS,2744.7,3.65,Good,
147,80,600,0,107.67,1904.13,0.616,0.618,SS,2762,3.22,Good,
147,80,600,0,107.7,2946.59,0.616,0.618,SS,2762,3.22,Good,
147,80,600,0,107.79,2752.85,0.616,0.618,SS,2762,3.22,Good,
147,80,600,0,107.82,2917.85,0.616,0.618,SS,2762,3.22,Good,
147,80,600,0,107.85,2846.24,0.616,0.618,SS,2762,3.22,Good,
147,80,600,0,107.88,3542.44,0.616,0.618,SS,2762,3.22,Good,
147,80,600,0,107.91,3023.8,0.616,0.618,SS,2762,3.22,Good,
148,80,600,0,107.9,1816.29,0.62,0.612,SS,2743.9,3.3,Good,
148,80,600,0,107.87,2003.6,0.62,0.612,SS,2743.9,3.3,Good,
148,80,600,0,107.85,2473.1,0.62,0.612,SS,2743.9,3.3,Good,
148,80,600,0,107.84,2667.17,0.62,0.612,SS,2743.9,3.3,Good,
148,80,600,0,107.86,3348.25,0.62,0.612,SS,2743.9,3.3,Good,
148,80,600,0,107.86,2890.61,0.62,0.612,SS,2743.9,3.3,Good,
148,80,600,0,107.86,2882.27,0.62,0.612,SS,2743.9,3.3,Good,
149,80,600,0,107.84,1374.24,0.616,0.617,SS,2812.3,3.48,Good,
149,80,600,0,107.84,1675.41,0.616,0.617,SS,2812.3,3.48,Good,
149,80,600,0,107.79,2387.46,0.616,0.617,SS,2812.3,3.48,Good,
149,80,600,0,107.76,3194.19,0.616,0.617,SS,2812.3,3.48,Good,
149,80,600,0,107.7,2806.07,0.616,0.617,SS,2812.3,3.48,Good,
149,80,600,0,107.6,2837.76,0.616,0.617,SS,2812.3,3.48,Good,
149,80,600,0,107.57,2807.91,0.616,0.617,SS,2812.3,3.48,Good,
150,80,600,0,107.53,1778.97,0.619,0.624,SS,2918.9,3.15,Good,
150,80,600,0,107.53,2895.96,0.619,0.624,SS,2918.9,3.15,Good,
150,80,600,0,107.58,2785.77,0.619,0.624,SS,2918.9,3.15,Good,
150,80,600,0,107.58,2876.89,0.619,0.624,SS,2918.9,3.15,Good,
150,80,600,0,107.64,3274.49,0.619,0.624,SS,2918.9,3.15,Good,
150,80,600,0,107.7,3483.69,0.619,0.624,SS,2918.9,3.15,Good,
151,80,600,0,107.7,1748.75,0.623,0.615,SS,2666.9,3.1,Good,
151,80,600,0,107.68,2472.4,0.623,0.615,SS,2666.9,3.1,Good,
151,80,600,0,107.67,3043.08,0.623,0.615,SS,2666.9,3.1,Good,
151,80,600,0,107.68,3047.03,0.623,0.615,SS,2666.9,3.1,Good,
151,80,600,0,107.71,2840.79,0.623,0.615,SS,2666.9,3.1,Good,
151,80,600,0,107.73,2872.1,0.623,0.615,SS,2666.9,3.1,Good,
151,80,600,0,107.74,3224.74,0.623,0.615,SS,2666.9,3.1,Good,
152,80,600,0,107.74,1905.03,0.623,0.618,SS,2680.1,2.98,Good,
152,80,600,0,107.72,2715.11,0.623,0.618,SS,2680.1,2.98,Good,
152,80,600,0,107.7,3335.38,0.623,0.618,SS,2680.1,2.98,Good,
152,80,600,0,107.7,2962.31,0.623,0.618,SS,2680.1,2.98,Good,
152,80,600,0,107.7,3008.97,0.623,0.618,SS,2680.1,2.98,Good,
152,80,600,0,107.73,3177.46,0.623,0.618,SS,2680.1,2.98,Good,
152,80,600,0,107.67,3523.46,0.623,0.618,SS,2680.1,2.98,Good,
